w1,w2,bigram,count,probability
how,long,how long,2,0.05405405405405406
you,will,you will,24,0.05393258426966292
a,great,a great,121,0.05387355298308103
had,<UNK>,had <UNK>,29,0.05380333951762523
down,service,down service,5,0.053763440860215055
were,very,were very,31,0.05363321799307959
and,i,and i,139,0.05360586193598149
away,by,away by,3,0.05357142857142857
away,bed,away bed,3,0.05357142857142857
after,<num>,after <num>,7,0.05343511450381679
after,we,after we,7,0.05343511450381679
beds,",","beds ,",4,0.05333333333333334
hotel,was,hotel was,55,0.05324298160696999
they,did,they did,26,0.053169734151329244
simply,get,simply get,1,0.05263157894736842
expectations,of,expectations of,1,0.05263157894736842
simply,overpriced,simply overpriced,1,0.05263157894736842
employees,of,employees of,1,0.05263157894736842
simply,was,simply was,1,0.05263157894736842
broken,air,broken air,1,0.05263157894736842
gym,area,gym area,1,0.05263157894736842
gym,for,gym for,1,0.05263157894736842
dark,places,dark places,1,0.05263157894736842
simply,ca,simply ca,1,0.05263157894736842
problem,we,problem we,2,0.05263157894736842
however,.,however .,2,0.05263157894736842
either,side,either side,1,0.05263157894736842
dark,corner,dark corner,1,0.05263157894736842
maybe,slightly,maybe slightly,1,0.05263157894736842
unfortunately,have,unfortunately have,1,0.05263157894736842
past,we,past we,1,0.05263157894736842
unfortunately,.,unfortunately .,1,0.05263157894736842
old,son,old son,3,0.05263157894736842
kimpton,!,kimpton !,1,0.05263157894736842
either,day,either day,1,0.05263157894736842
loop,has,loop has,1,0.05263157894736842
same,.,same .,2,0.05263157894736842
others,to,others to,1,0.05263157894736842
dark,one,dark one,1,0.05263157894736842
second,city,second city,2,0.05263157894736842
buffet,-,buffet -,1,0.05263157894736842
leave,such,leave such,1,0.05263157894736842
expectations,",","expectations ,",1,0.05263157894736842
either,...,either ...,1,0.05263157894736842
over,and,over and,4,0.05263157894736842
simply,not,simply not,1,0.05263157894736842
employees,from,employees from,1,0.05263157894736842
change,for,change for,1,0.05263157894736842
waiting,at,waiting at,1,0.05263157894736842
same,time,same time,2,0.05263157894736842
loop,stops,loop stops,1,0.05263157894736842
ever,encountered,ever encountered,2,0.05263157894736842
broken,-,broken -,1,0.05263157894736842
broken,phone,broken phone,1,0.05263157894736842
shower,head,shower head,3,0.05263157894736842
broken,toilet,broken toilet,1,0.05263157894736842
sheraton,for,sheraton for,1,0.05263157894736842
past,(,past (,1,0.05263157894736842
wedding,anniversary,wedding anniversary,1,0.05263157894736842
conference,i,conference i,2,0.05263157894736842
conference,areas,conference areas,2,0.05263157894736842
tell,use,tell use,1,0.05263157894736842
same,price,same price,2,0.05263157894736842
over,<num>,over <num>,4,0.05263157894736842
past,.,past .,1,0.05263157894736842
gym,is,gym is,1,0.05263157894736842
either,for,either for,1,0.05263157894736842
fabulous,",","fabulous ,",1,0.05263157894736842
ever,seen,ever seen,2,0.05263157894736842
waiting,a,waiting a,1,0.05263157894736842
immediately,behind,immediately behind,1,0.05263157894736842
leave,we,leave we,1,0.05263157894736842
simply,could,simply could,1,0.05263157894736842
thing,",","thing ,",2,0.05263157894736842
past,<num>,past <num>,1,0.05263157894736842
waiting,i,waiting i,1,0.05263157894736842
loop,'',loop '',1,0.05263157894736842
buffet,breakfast,buffet breakfast,1,0.05263157894736842
tell,them,tell them,1,0.05263157894736842
tell,what,tell what,1,0.05263157894736842
despite,several,despite several,1,0.05263157894736842
despite,being,despite being,1,0.05263157894736842
buffet,?,buffet ?,1,0.05263157894736842
change,our,change our,1,0.05263157894736842
others,'',others '',1,0.05263157894736842
provided,access,provided access,1,0.05263157894736842
find,out,find out,3,0.05263157894736842
maybe,i,maybe i,1,0.05263157894736842
shower,was,shower was,3,0.05263157894736842
tell,people,tell people,1,0.05263157894736842
simply,poor,simply poor,1,0.05263157894736842
despite,booking,despite booking,1,0.05263157894736842
waiting,line,waiting line,1,0.05263157894736842
immediately,won,immediately won,1,0.05263157894736842
however,i,however i,2,0.05263157894736842
waiting,long,waiting long,1,0.05263157894736842
immediately,knew,immediately knew,1,0.05263157894736842
ever,again,ever again,2,0.05263157894736842
employees,getting,employees getting,1,0.05263157894736842
provided,as,provided as,1,0.05263157894736842
tell,",","tell ,",1,0.05263157894736842
employees,that,employees that,1,0.05263157894736842
way,too,way too,3,0.05263157894736842
past,",","past ,",1,0.05263157894736842
;,very,; very,3,0.05263157894736842
choose,.,choose .,1,0.05263157894736842
provided,basically,provided basically,1,0.05263157894736842
provided,us,provided us,1,0.05263157894736842
arrival,back,arrival back,1,0.05263157894736842
simply,look,simply look,1,0.05263157894736842
maybe,other,maybe other,1,0.05263157894736842
simply,and,simply and,1,0.05263157894736842
happy,</s>,happy </s>,1,0.05263157894736842
dark,),dark ),1,0.05263157894736842
find,our,find our,3,0.05263157894736842
one,.,one .,12,0.05263157894736842
kimpton,in,kimpton in,1,0.05263157894736842
past,reception,past reception,1,0.05263157894736842
past,three,past three,1,0.05263157894736842
gym,?,gym ?,1,0.05263157894736842
conference,or,conference or,2,0.05263157894736842
arrival,),arrival ),1,0.05263157894736842
upon,checking,upon checking,2,0.05263157894736842
tell,her,tell her,1,0.05263157894736842
conference,rate,conference rate,2,0.05263157894736842
leave,us,leave us,1,0.05263157894736842
sheraton,promise,sheraton promise,1,0.05263157894736842
others,free,others free,1,0.05263157894736842
buffet,here,buffet here,1,0.05263157894736842
gym,was,gym was,1,0.05263157894736842
immediately,worried,immediately worried,1,0.05263157894736842
expectations,but,expectations but,1,0.05263157894736842
others,on,others on,1,0.05263157894736842
past,several,past several,1,0.05263157894736842
employees,",","employees ,",1,0.05263157894736842
simply,put,simply put,1,0.05263157894736842
employees,simply,employees simply,1,0.05263157894736842
tell,that,tell that,1,0.05263157894736842
expectations,(,expectations (,1,0.05263157894736842
gym,on,gym on,1,0.05263157894736842
loop,(,loop (,1,0.05263157894736842
change,channels,change channels,1,0.05263157894736842
others,are,others are,1,0.05263157894736842
put,us,put us,2,0.05263157894736842
immediately,greeted,immediately greeted,1,0.05263157894736842
employees,<UNK>,employees <UNK>,1,0.05263157894736842
put,up,put up,2,0.05263157894736842
ever,",","ever ,",2,0.05263157894736842
provided,free,provided free,1,0.05263157894736842
sheraton,which,sheraton which,1,0.05263157894736842
waiting,an,waiting an,1,0.05263157894736842
others,",","others ,",1,0.05263157894736842
kimpton,has,kimpton has,1,0.05263157894736842
arrival,date,arrival date,1,0.05263157894736842
spacious,with,spacious with,2,0.05263157894736842
wedding,guests,wedding guests,1,0.05263157894736842
others,were,others were,1,0.05263157894736842
thing,i,thing i,2,0.05263157894736842
;,we,; we,3,0.05263157894736842
second,room,second room,2,0.05263157894736842
immediately,offered,immediately offered,1,0.05263157894736842
;,i,; i,3,0.05263157894736842
change,",","change ,",1,0.05263157894736842
arrival,day,arrival day,1,0.05263157894736842
second,time,second time,2,0.05263157894736842
fabulous,second,fabulous second,1,0.05263157894736842
wedding,reception,wedding reception,1,0.05263157894736842
old,",","old ,",3,0.05263157894736842
waiting,!,waiting !,1,0.05263157894736842
employees,could,employees could,1,0.05263157894736842
despite,multiple,despite multiple,1,0.05263157894736842
problem,was,problem was,2,0.05263157894736842
upon,entering,upon entering,2,0.05263157894736842
second,try,second try,2,0.05263157894736842
despite,this,despite this,1,0.05263157894736842
happy,and,happy and,1,0.05263157894736842
choose,w,choose w,1,0.05263157894736842
buffet,cost,buffet cost,1,0.05263157894736842
phone,was,phone was,3,0.05263157894736842
problem,walking,problem walking,2,0.05263157894736842
broken,too,broken too,1,0.05263157894736842
immediately,took,immediately took,1,0.05263157894736842
provided,with,provided with,1,0.05263157894736842
despite,them,despite them,1,0.05263157894736842
choose,which,choose which,1,0.05263157894736842
expectations,and,expectations and,1,0.05263157894736842
gym,or,gym or,1,0.05263157894736842
leave,!,leave !,1,0.05263157894736842
gym,itself,gym itself,1,0.05263157894736842
gym,during,gym during,1,0.05263157894736842
past,it,past it,1,0.05263157894736842
leave,your,leave your,1,0.05263157894736842
sheraton,.,sheraton .,1,0.05263157894736842
unfortunately,were,unfortunately were,1,0.05263157894736842
park,(,park (,2,0.05263157894736842
others,who,others who,1,0.05263157894736842
;,they,; they,3,0.05263157894736842
simply,a,simply a,1,0.05263157894736842
happy,",","happy ,",1,0.05263157894736842
provided,fruit,provided fruit,1,0.05263157894736842
kimpton,'s,kimpton 's,1,0.05263157894736842
immediately,came,immediately came,1,0.05263157894736842
put,your,put your,2,0.05263157894736842
unfortunately,for,unfortunately for,1,0.05263157894736842
second,",","second ,",2,0.05263157894736842
maybe,because,maybe because,1,0.05263157894736842
past,upon,past upon,1,0.05263157894736842
maybe,my,maybe my,1,0.05263157894736842
sheraton,hotel,sheraton hotel,1,0.05263157894736842
gym,and,gym and,1,0.05263157894736842
change,as,change as,1,0.05263157894736842
maybe,if,maybe if,1,0.05263157894736842
fabulous,and,fabulous and,1,0.05263157894736842
simply,the,simply the,1,0.05263157894736842
fabulous,old,fabulous old,1,0.05263157894736842
arrival,he,arrival he,1,0.05263157894736842
either,midway,either midway,1,0.05263157894736842
provided,such,provided such,1,0.05263157894736842
thing,they,thing they,2,0.05263157894736842
provided,at,provided at,1,0.05263157894736842
change,rooms,change rooms,1,0.05263157894736842
broken,furniture,broken furniture,1,0.05263157894736842
gym,.,gym .,1,0.05263157894736842
ever,been,ever been,2,0.05263157894736842
fabulous,experience,fabulous experience,1,0.05263157894736842
park,at,park at,2,0.05263157894736842
loop,again,loop again,1,0.05263157894736842
immediately,noticed,immediately noticed,1,0.05263157894736842
buffet,both,buffet both,1,0.05263157894736842
shower,is,shower is,3,0.05263157894736842
thing,.,thing .,2,0.05263157894736842
maybe,this,maybe this,1,0.05263157894736842
spacious,room,spacious room,2,0.05263157894736842
loop,i,loop i,1,0.05263157894736842
employees,for,employees for,1,0.05263157894736842
buffet,for,buffet for,1,0.05263157894736842
shower,with,shower with,3,0.05263157894736842
leave,whatever,leave whatever,1,0.05263157894736842
expectations,in,expectations in,1,0.05263157894736842
upon,returning,upon returning,2,0.05263157894736842
either,",","either ,",1,0.05263157894736842
ever,<UNK>,ever <UNK>,2,0.05263157894736842
change,!,change !,1,0.05263157894736842
either,a,either a,1,0.05263157894736842
past,reviews,past reviews,1,0.05263157894736842
loop,which,loop which,1,0.05263157894736842
kimpton,does,kimpton does,1,0.05263157894736842
conference,at,conference at,2,0.05263157894736842
choose,it,choose it,1,0.05263157894736842
such,thing,such thing,2,0.05263157894736842
upon,first,upon first,2,0.05263157894736842
fabulous,hotel,fabulous hotel,1,0.05263157894736842
past,guests,past guests,1,0.05263157894736842
immediately,<UNK>,immediately <UNK>,1,0.05263157894736842
arrival,-,arrival -,1,0.05263157894736842
loop,directly,loop directly,1,0.05263157894736842
simply,hung,simply hung,1,0.05263157894736842
tell,him,tell him,1,0.05263157894736842
buffet,no,buffet no,1,0.05263157894736842
simply,do,simply do,1,0.05263157894736842
either,the,either the,1,0.05263157894736842
maybe,never,maybe never,1,0.05263157894736842
employees,and,employees and,1,0.05263157894736842
fabulous,service,fabulous service,1,0.05263157894736842
happy,that,happy that,1,0.05263157894736842
employees,will,employees will,1,0.05263157894736842
provided,an,provided an,1,0.05263157894736842
put,out,put out,2,0.05263157894736842
others,do,others do,1,0.05263157894736842
employees,know,employees know,1,0.05263157894736842
broken,down,broken down,1,0.05263157894736842
maybe,on,maybe on,1,0.05263157894736842
maybe,they,maybe they,1,0.05263157894736842
immediately,called,immediately called,1,0.05263157894736842
broken,bathroom,broken bathroom,1,0.05263157894736842
either,too,either too,1,0.05263157894736842
broken,light,broken light,1,0.05263157894736842
provided,adequate,provided adequate,1,0.05263157894736842
waiting,and,waiting and,1,0.05263157894736842
unfortunately,stayed,unfortunately stayed,1,0.05263157894736842
kimpton,",","kimpton ,",1,0.05263157894736842
sheraton,was,sheraton was,1,0.05263157894736842
sheraton,towers,sheraton towers,1,0.05263157894736842
kimpton,property,kimpton property,1,0.05263157894736842
kimpton,<UNK>,kimpton <UNK>,1,0.05263157894736842
employees,there,employees there,1,0.05263157894736842
gym,),gym ),1,0.05263157894736842
immediately,delivered,immediately delivered,1,0.05263157894736842
maybe,some,maybe some,1,0.05263157894736842
past,year,past year,1,0.05263157894736842
simply,fantastic,simply fantastic,1,0.05263157894736842
unfortunately,we,unfortunately we,1,0.05263157894736842
arrival,at,arrival at,1,0.05263157894736842
buffet,",","buffet ,",1,0.05263157894736842
simply,things,simply things,1,0.05263157894736842
others,coming,others coming,1,0.05263157894736842
fabulous,dinner,fabulous dinner,1,0.05263157894736842
wedding,party,wedding party,1,0.05263157894736842
;,<UNK>,; <UNK>,3,0.05263157894736842
simply,wonderful,simply wonderful,1,0.05263157894736842
happy,!,happy !,1,0.05263157894736842
fabulous,...,fabulous ...,1,0.05263157894736842
immediately,after,immediately after,1,0.05263157894736842
i,have,i have,90,0.052570093457943924
very,comfortable,very comfortable,25,0.05241090146750524
very,good,very good,25,0.05241090146750524
just,<UNK>,just <UNK>,10,0.05235602094240838
would,definitely,would definitely,19,0.05234159779614325
is,not,is not,44,0.052318668252080855
as,it,as it,16,0.05211726384364821
then,had,then had,4,0.05194805194805195
then,they,then they,4,0.05194805194805195
but,we,but we,25,0.051759834368530024
but,not,but not,25,0.051759834368530024
staying,again,staying again,3,0.05172413793103448
car,and,car and,2,0.05128205128205128
long,to,long to,2,0.05128205128205128
long,it,long it,2,0.05128205128205128
perfect,hotel,perfect hotel,2,0.05128205128205128
car,for,car for,2,0.05128205128205128
long,wait,long wait,2,0.05128205128205128
wife,.,wife .,2,0.05128205128205128
long,",","long ,",2,0.05128205128205128
car,was,car was,2,0.05128205128205128
wife,",","wife ,",2,0.05128205128205128
finally,<UNK>,finally <UNK>,2,0.05128205128205128
finally,the,finally the,2,0.05128205128205128
long,line,long line,2,0.05128205128205128
long,day,long day,2,0.05128205128205128
finally,someone,finally someone,2,0.05128205128205128
